8250000000.00	4.29	0.49	1.02	0.02
8252590000.00	4.29	0.48	1.02	0.01
8255190000.00	4.30	0.49	1.02	0.01
8257780000.00	4.29	0.49	1.02	0.01
8260380000.00	4.30	0.49	1.02	0.01
8262970000.00	4.29	0.49	1.02	0.01
8265560000.00	4.29	0.49	1.02	0.01
8268160000.00	4.30	0.49	1.02	0.01
8270750000.00	4.30	0.49	1.02	0.01
8273340000.00	4.30	0.49	1.02	0.01
8275940000.00	4.30	0.49	1.02	0.01
8278530000.00	4.30	0.49	1.02	0.01
8281130000.00	4.30	0.49	1.02	0.01
8283720000.00	4.30	0.49	1.02	0.01
8286310000.00	4.30	0.49	1.02	0.01
8288910000.00	4.31	0.50	1.02	0.01
8291500000.00	4.30	0.49	1.02	0.01
8294090000.00	4.30	0.50	1.02	0.01
8296690000.00	4.31	0.49	1.02	0.01
8299280000.00	4.31	0.49	1.02	0.01
8301880000.00	4.31	0.49	1.02	0.01
8304470000.00	4.31	0.49	1.02	0.01
8307060000.00	4.31	0.49	1.02	0.01
8309660000.00	4.31	0.49	1.02	0.01
8312250000.00	4.32	0.49	1.02	0.01
8314840000.00	4.32	0.49	1.02	0.01
8317440000.00	4.31	0.49	1.02	0.01
8320030000.00	4.31	0.49	1.02	0.01
8322630000.00	4.32	0.48	1.02	0.01
8325220000.00	4.32	0.49	1.02	0.01
8327810000.00	4.32	0.49	1.02	0.01
8330410000.00	4.32	0.48	1.02	0.01
8333000000.00	4.32	0.49	1.02	0.01
8335590000.00	4.32	0.49	1.02	0.01
8338190000.00	4.32	0.49	1.02	0.01
8340780000.00	4.32	0.49	1.02	0.01
8343380000.00	4.32	0.48	1.02	0.01
8345970000.00	4.33	0.48	1.02	0.01
8348560000.00	4.33	0.48	1.02	0.01
8351160000.00	4.33	0.48	1.02	0.01
8353750000.00	4.33	0.49	1.02	0.01
8356340000.00	4.33	0.48	1.02	0.01
8358940000.00	4.33	0.49	1.02	0.01
8361530000.00	4.33	0.48	1.02	0.01
8364130000.00	4.33	0.48	1.02	0.01
8366720000.00	4.33	0.48	1.02	0.01
8369310000.00	4.33	0.48	1.02	0.02
8371910000.00	4.33	0.48	1.02	0.01
8374500000.00	4.33	0.49	1.02	0.02
8377090000.00	4.33	0.48	1.01	0.01
8379690000.00	4.33	0.48	1.01	0.01
8382280000.00	4.33	0.49	1.01	0.01
8384880000.00	4.33	0.48	1.02	0.01
8387470000.00	4.33	0.49	1.01	0.02
8390060000.00	4.33	0.49	1.01	0.01
8392660000.00	4.33	0.48	1.01	0.01
8395250000.00	4.33	0.49	1.01	0.01
8397840000.00	4.33	0.49	1.01	0.02
8400440000.00	4.33	0.49	1.01	0.01
8403030000.00	4.34	0.49	1.01	0.01
8405630000.00	4.33	0.49	1.01	0.01
8408220000.00	4.34	0.49	1.01	0.01
8410810000.00	4.34	0.48	1.01	0.01
8413410000.00	4.33	0.49	1.01	0.01
8416000000.00	4.34	0.48	1.01	0.01
8418590000.00	4.34	0.49	1.01	0.01
8421190000.00	4.34	0.49	1.01	0.01
8423780000.00	4.34	0.49	1.01	0.01
8426380000.00	4.34	0.49	1.01	0.01
8428970000.00	4.34	0.49	1.01	0.01
8431560000.00	4.34	0.49	1.01	0.01
8434160000.00	4.35	0.49	1.01	0.01
8436750000.00	4.34	0.49	1.01	0.01
8439340000.00	4.34	0.49	1.01	0.01
8441940000.00	4.35	0.48	1.01	0.01
8444530000.00	4.34	0.48	1.01	0.01
8447130000.00	4.35	0.49	1.00	0.01
8449720000.00	4.35	0.48	1.00	0.01
8452310000.00	4.35	0.48	1.00	0.01
8454910000.00	4.34	0.48	1.00	0.01
8457500000.00	4.35	0.48	1.00	0.01
8460090000.00	4.34	0.48	1.00	0.01
8462690000.00	4.34	0.48	1.00	0.01
8465280000.00	4.34	0.48	1.00	0.01
8467880000.00	4.34	0.48	1.00	0.01
8470470000.00	4.34	0.48	1.00	0.01
8473060000.00	4.34	0.47	1.00	0.01
8475660000.00	4.34	0.47	1.00	0.01
8478250000.00	4.34	0.47	1.00	0.01
8480840000.00	4.34	0.47	1.00	0.01
8483440000.00	4.34	0.47	1.00	0.01
8486030000.00	4.34	0.47	1.00	0.01
8488630000.00	4.33	0.47	1.00	0.01
8491220000.00	4.33	0.47	1.00	0.01
8493810000.00	4.33	0.47	1.00	0.01
8496410000.00	4.33	0.47	1.00	0.01
8499000000.00	4.33	0.47	1.00	0.02
8501590000.00	4.33	0.47	1.00	0.02
8504190000.00	4.33	0.47	1.00	0.02
8506780000.00	4.33	0.47	1.00	0.02
8509380000.00	4.33	0.47	1.00	0.02
8511970000.00	4.32	0.47	1.00	0.02
8514560000.00	4.32	0.47	1.00	0.02
8517160000.00	4.32	0.47	1.00	0.02
8519750000.00	4.33	0.47	1.00	0.02
8522340000.00	4.33	0.47	1.00	0.02
8524940000.00	4.33	0.47	1.00	0.02
8527530000.00	4.33	0.47	1.00	0.02
8530130000.00	4.32	0.48	1.00	0.02
8532720000.00	4.33	0.47	1.00	0.02
8535310000.00	4.33	0.48	1.00	0.02
8537910000.00	4.33	0.48	1.00	0.02
8540500000.00	4.33	0.48	1.00	0.01
8543090000.00	4.33	0.48	1.00	0.01
8545690000.00	4.33	0.48	1.00	0.01
8548280000.00	4.33	0.49	1.00	0.02
8550880000.00	4.33	0.48	1.00	0.01
8553470000.00	4.33	0.49	1.00	0.01
8556060000.00	4.33	0.48	1.00	0.01
8558660000.00	4.33	0.49	1.00	0.01
8561250000.00	4.33	0.49	1.00	0.01
8563840000.00	4.33	0.48	1.00	0.01
8566440000.00	4.33	0.48	1.00	0.01
8569030000.00	4.33	0.49	1.00	0.01
8571630000.00	4.33	0.48	1.00	0.01
8574220000.00	4.34	0.48	1.00	0.01
8576810000.00	4.33	0.48	1.00	0.01
8579410000.00	4.33	0.49	1.00	0.01
8582000000.00	4.33	0.48	1.00	0.01
8584590000.00	4.33	0.48	1.00	0.01
8587190000.00	4.33	0.48	1.00	0.01
8589780000.00	4.33	0.48	1.00	0.01
8592380000.00	4.33	0.48	1.00	0.01
8594970000.00	4.33	0.48	1.00	0.01
8597560000.00	4.33	0.48	1.00	0.01
8600160000.00	4.33	0.48	1.00	0.01
8602750000.00	4.33	0.48	1.00	0.01
8605340000.00	4.32	0.48	1.00	0.01
8607940000.00	4.32	0.48	1.00	0.01
8610530000.00	4.32	0.48	1.00	0.01
8613130000.00	4.32	0.48	1.00	0.01
8615720000.00	4.32	0.48	1.00	0.01
8618310000.00	4.32	0.48	1.00	0.01
8620910000.00	4.32	0.48	1.00	0.01
8623500000.00	4.32	0.48	1.00	0.01
8626090000.00	4.32	0.48	1.00	0.01
8628690000.00	4.32	0.48	1.00	0.01
8631280000.00	4.32	0.48	1.00	0.01
8633880000.00	4.32	0.48	1.00	0.01
8636470000.00	4.32	0.48	1.00	0.01
8639060000.00	4.32	0.48	1.00	0.01
8641660000.00	4.32	0.48	1.00	0.01
8644250000.00	4.32	0.48	1.00	0.01
8646840000.00	4.32	0.48	1.00	0.01
8649440000.00	4.32	0.48	1.00	0.01
8652030000.00	4.32	0.48	1.00	0.01
8654630000.00	4.32	0.48	1.00	0.01
8657220000.00	4.32	0.48	1.00	0.01
8659810000.00	4.32	0.48	1.00	0.01
8662410000.00	4.32	0.48	1.00	0.01
8665000000.00	4.32	0.48	1.00	0.01
8667590000.00	4.32	0.48	1.00	0.01
8670190000.00	4.32	0.48	1.00	0.01
8672780000.00	4.32	0.48	1.00	0.01
8675380000.00	4.32	0.48	1.00	0.01
8677970000.00	4.32	0.48	1.00	0.01
8680560000.00	4.33	0.48	1.00	0.01
8683160000.00	4.33	0.48	1.00	0.01
8685750000.00	4.32	0.48	1.00	0.01
8688340000.00	4.33	0.48	1.00	0.01
8690940000.00	4.33	0.48	1.00	0.01
8693530000.00	4.33	0.48	1.00	0.01
8696130000.00	4.32	0.48	1.00	0.01
8698720000.00	4.33	0.48	1.00	0.01
8701310000.00	4.33	0.48	1.00	0.01
8703910000.00	4.33	0.48	1.00	0.01
8706500000.00	4.33	0.48	1.00	0.01
8709090000.00	4.33	0.48	1.00	0.01
8711690000.00	4.33	0.48	1.00	0.01
8714280000.00	4.33	0.48	1.00	0.01
8716880000.00	4.33	0.47	1.00	0.01
8719470000.00	4.33	0.48	1.00	0.01
8722060000.00	4.33	0.48	1.00	0.01
8724660000.00	4.33	0.48	1.00	0.01
8727250000.00	4.33	0.48	1.00	0.01
8729840000.00	4.33	0.48	1.00	0.01
8732440000.00	4.32	0.48	1.00	0.01
8735030000.00	4.33	0.47	1.00	0.01
8737630000.00	4.32	0.47	1.00	0.01
8740220000.00	4.32	0.47	1.00	0.01
8742810000.00	4.32	0.48	1.00	0.01
8745410000.00	4.32	0.48	1.00	0.01
8748000000.00	4.33	0.47	1.00	0.01
8750590000.00	4.33	0.48	1.00	0.01
8753190000.00	4.33	0.47	1.00	0.01
8755780000.00	4.32	0.48	1.00	0.01
8758380000.00	4.33	0.48	1.00	0.01
8760970000.00	4.32	0.48	1.00	0.01
8763560000.00	4.32	0.48	1.00	0.01
8766160000.00	4.33	0.47	1.00	0.01
8768750000.00	4.32	0.48	1.00	0.01
8771340000.00	4.32	0.48	1.00	0.01
8773940000.00	4.33	0.48	1.00	0.01
8776530000.00	4.33	0.48	1.00	0.01
8779130000.00	4.33	0.48	1.00	0.01
8781720000.00	4.33	0.48	1.00	0.01
8784310000.00	4.33	0.48	1.00	0.01
8786910000.00	4.34	0.48	1.00	0.01
8789500000.00	4.34	0.48	1.00	0.01
8792090000.00	4.34	0.48	1.00	0.01
8794690000.00	4.34	0.48	1.00	0.01
8797280000.00	4.34	0.48	1.00	0.01
8799880000.00	4.35	0.48	1.00	0.01
8802470000.00	4.35	0.48	1.00	0.01
8805060000.00	4.35	0.48	1.00	0.01
8807660000.00	4.35	0.48	1.00	0.01
8810250000.00	4.36	0.48	1.00	0.01
8812840000.00	4.36	0.48	1.00	0.01
8815440000.00	4.36	0.48	1.00	0.01
8818030000.00	4.36	0.48	1.00	0.01
8820630000.00	4.36	0.48	1.00	0.01
8823220000.00	4.36	0.48	1.00	0.01
8825810000.00	4.37	0.48	1.00	0.01
8828410000.00	4.36	0.48	1.00	0.01
8831000000.00	4.36	0.48	0.99	0.01
8833590000.00	4.37	0.48	0.99	0.01
8836190000.00	4.36	0.48	0.99	0.01
8838780000.00	4.37	0.47	0.99	0.01
8841380000.00	4.37	0.47	0.99	0.01
8843970000.00	4.36	0.47	0.99	0.01
8846560000.00	4.36	0.47	0.99	0.01
8849160000.00	4.36	0.47	0.99	0.01
8851750000.00	4.36	0.47	0.99	0.01
8854340000.00	4.36	0.47	0.99	0.01
8856940000.00	4.35	0.47	0.99	0.01
8859530000.00	4.35	0.46	0.99	0.01
8862130000.00	4.35	0.46	0.99	0.01
8864720000.00	4.34	0.46	0.99	0.01
8867310000.00	4.34	0.47	0.99	0.01
8869910000.00	4.34	0.46	0.99	0.01
8872500000.00	4.34	0.46	0.99	0.01
8875090000.00	4.33	0.46	0.99	0.02
8877690000.00	4.33	0.46	0.99	0.02
8880280000.00	4.33	0.46	0.99	0.02
8882880000.00	4.33	0.46	0.99	0.02
8885470000.00	4.32	0.46	0.99	0.02
8888060000.00	4.33	0.46	0.99	0.02
8890660000.00	4.32	0.46	0.99	0.02
8893250000.00	4.32	0.46	0.99	0.02
8895840000.00	4.32	0.46	0.99	0.02
8898440000.00	4.32	0.45	0.99	0.02
8901030000.00	4.31	0.46	0.99	0.02
8903630000.00	4.32	0.46	0.99	0.02
8906220000.00	4.32	0.47	0.99	0.02
8908810000.00	4.32	0.46	0.99	0.02
8911410000.00	4.32	0.47	0.99	0.02
8914000000.00	4.31	0.47	0.99	0.02
8916590000.00	4.32	0.47	0.99	0.02
8919190000.00	4.32	0.47	0.99	0.02
8921780000.00	4.31	0.47	1.00	0.02
8924380000.00	4.31	0.47	1.00	0.02
8926970000.00	4.32	0.48	1.00	0.02
8929560000.00	4.32	0.48	0.99	0.02
8932160000.00	4.32	0.48	1.00	0.02
8934750000.00	4.32	0.48	1.00	0.02
8937340000.00	4.32	0.48	1.00	0.02
8939940000.00	4.32	0.48	1.00	0.01
8942530000.00	4.33	0.48	1.00	0.01
8945130000.00	4.32	0.48	1.00	0.01
